"RIS Name","Description","Database","Report","FRB Number","Call Names"
"CRLNLSER","EXPECT REC AMT LNLS INCL ACL","FTS","RI-B","RIADMG94",""
"CRLS","LEASE RECOVERIES","FTS","RI-B","RIAD4267",""
"CRLSCON","CONSUMER LEASE - RECOVERIES","FTS","RI-B","RIADF187",""
"CRLSNUS","NON-U.S. LEASE RECOVERIES","FTS","RI-B","RIAD4669",""
"CRLSOTH","ALL OTHER LEASES - RECOVERIES","FTS","RI-B","RIADF188",""
"CRLSUS","U.S. LEASE RECOVERIES","FTS","RI-B","RIAD4668 RIAD4267",""
"CRMTGSEC","MORTGAGE POOL SECS RECOVERIES","FTS","RI-B","",""
"CROA","OTHER ASSETS RECOVERIES","FTS","RI-B","",""
"CROTHER","ALL OTHER LOAN RECOVERIES","FTS","RI-B","RIAD4628 RIAD4604",""
"CRRE","REAL ESTATE LOAN RECOVERIES","FTS","RI-B","RIAD4257 RIAD4603",""
"CRREAG","FARMLAND RE LN RECOVERIES","FTS","RI-B","RIAD3585 RIAD5448",""
"CRRECNFM","1-4 FAM CONSTRUCT LN RECOVERIES","FTS","RI-B","RIADC892",""
"CRRECNOT","OTHER CONSTRUCT LN RECOVERIES","FTS","RI-B","RIADC894",""
"CRRECONS","CONSTRUCTION RE LN RECOVERIES","FTS","RI-B","RIAD3583 RIAD5446",""
"CRREFOR","REAL ESTATE LN RECOVERIES - FOR","FTS","RI-B","RIADB513",""
"CRRELAND","LAND LOANS RE RECOVERIES","FTS","RI-B","",""
"CRRELOC","LINE OF CREDIT RE LN RECOVERIES","FTS","RI-B","RIAD5412 RIAD5450",""
"CRREMULT","MULTIFAMILY RES RE LN RECOVERIES","FTS","RI-B","RIAD3589 RIAD5454",""
"CRRENRES","NONFARM NONRES RE LN RECOVERIES","FTS","RI-B","RIAD3591 RIAD5456",""
"CRRENROT","OTHER NONFARM NONRES RECOVERIES","FTS","RI-B","RIADC898",""
"CRRENROW","OWN-OCCUP NONFARM NONRES RECOV","FTS","RI-B","RIADC896",""
"CRRENUS","NON-U.S. RE LN RECOVERIES","FTS","RI-B","RIAD4662",""
"CRREOT","RE LOANS-OTHER RECOVERIES","FTS","RI-B","RIAD4452",""
"CRREOTH","RESIDENTIAL RE LN RECOVERIES","FTS","RI-B","RIAD5414 RIAD5452",""
"CRRERES","RE LOANS 1-4 FAMILY RECOVERIES","FTS","RI-B","RIAD4451",""
"CRRERSF2","RE LOAN 1-4 FAM JR LIEN-RECOVER","FTS","RI-B","RIADC218",""
"CRRERSFM","RE LOAN 1-4 FAM FIRST LIEN-RECOV","FTS","RI-B","RIADC217",""
"CRREUS","U.S. RE LN RECOVERIES","FTS","RI-B","RIAD4661 RIAD4257 RIAD4603",""
"CRSCAFS","TOTAL DEBT SEC-AFS-RECOVERIES","FTS","RI-B","RIADJH95",""
"CRSCHTM","TOTAL DEBT SEC-HTM-RECOVERIES","FTS","RI-B","RIADJH89",""
"CRTOT","LOAN AND LEASE LOSS RECOVERIES","FTS","RI-B","RIAD2419 RIAD4605",""
"CT1AFSCU","RC-R NET UNREAL G/L ON AFS SEC","FTS","RC-R","RCOAP844 RCFAP844",""
"CT1AFSPS","RC-R NET UNRL G/L ON AFS PSTK","FTS","RC-R","RCOAP845 RCFAP845",""
"CT1AJTOT","RC-R TOTAL ADJ & DED COM EQ T1","FTS","RC-R","RCOAP858 RCFAP858 RCFWP858",""
"CT1AOCI","RC-R ACC OTH COMPREHENSIVE INC","FTS","RC-R","RCOAB530 RCFAB530",""
"CT1AOCIX","RC-R ACC OTH COMP INC OPT OUT","FTS","RC-R","RCOAP838",""
"CT1AODED","RC-R ALL OTHER DEDUCT CM EQ T1","FTS","RC-R","RCOAP850 RCFAP850",""
"CT1BADJ","RC-R COM EQUITY T1 BEFORE ADJ","FTS","RC-R","RCOAP840 RCFAP840",""
"CT1CFHGL","RC-R ACCUM G/L CASH FLOW HEDGE","FTS","RC-R","RCOAP849 RCFAP849",""
"CT1CFHGO","RC-R AC G/L C FLW HG AOCI/OP OT","FTS","RC-R","RCOAP846 RCFAP846",""
"CT1CSSP","RC-R COM STK & SURPLUS NET","FTS","RC-R","RCOAP742 RCFAP742",""
"CT1DBPLN","RC-R DEF BEN RET PLNS IN AOCI","FTS","RC-R","RCOAP847 RCFAP847",""
"CT1DTA","RC-R DISALL DEFERRED TAX ASSETS","FTS","RC-R","RCOAP843 RCFAP843",""
"CT1DTA10","RC-R DTA NOT REAL-NOL CARRYBK","FTS","RC-R","RCOAP855 RCFAP855 RCFWP855",""
"CT1DTA25","RC-R DTA NOT REAL-NOL CARRYBK","FTS","RC-R","RCOALB60 RCFALB60",""
"CT1GW","RC-R DISALL GOODWILL NET DTL","FTS","RC-R","RCOAP841 RCFAP841",""
"CT1HTMSU","RC-R NET UNREAL G/L ON HTM SEC","FTS","RC-R","RCOAP848 RCFAP848",""
"CT1INTAN","RC-R DISALL INTAN AST NET DTL","FTS","RC-R","RCOAP842 RCFAP842",""
"CT1IT1T2","RC-R INSUFF T1 & T2 COVER DED","FTS","RC-R","RCOAP857 RCFAP857 RCFWP857",""
"CT1LCRGL","RC-R UNR G/L FV LIAB DUE CR RSK","FTS","RC-R","RCOAQ258 RCFAQ258",""
"CT1MIN","RC-R COM EQUITY T1 MIN INT INCL","FTS","RC-R","RCOAP839 RCFAP839",""
"CT1MSA","RC-R MTG SERVICING ASSETS","FTS","RC-R","RCOAP854 RCFAP854 RCFWP854",""
"CT1MSA25","RC-R MTG SRVICING ASST 25 PCT NA","FTS","RC-R","RCOALB59 RCFALB59",""
"CT1NFI25","RC-R SIG INV UNCON FIN INST","FTS","RC-R","RCOALB58 RCFALB58",""
"CT1NFICS","RC-R NON-SIG INV UN FIN INST CS","FTS","RC-R","RCOAP851 RCFAP851 RCFWP851",""
"CT1SFI15","RC-R SIG INV UNCN FI CS GT 15","FTS","RC-R","RCOAP856 RCFAP856 RCFWP856",""
"CT1SFICS","RC-R SIG INV UNCON FIN INST CS","FTS","RC-R","RCOAP853 RCFAP853 RCFWP853",""
"CT1SUBTL","RC-R SUBTOTAL LINE 12","FTS","RC-R","RCOAP852 RCFAP852 RCFWP852",""
"CTDCROPB","CR DER-CR OPTIONS-PURCH PROT","FTS","RC-L","RCFDC973 RCONC973",""
"CTDCROPG","CR DER - CR OPTIONS - SOLD PROT","FTS","RC-L","RCFDC972 RCONC972",""
"CTDDFSWB","CR DER-CR DEF SWAP-PURCH PROT","FTS","RC-L","RCFDC969 RCONC969",""
"CTDDFSWG","CR DER - CR DEF SWAP - SOLD PROT","FTS","RC-L","RCFDC968 RCONC968",""
"CTDERBEN","CR DER (NET)-PURCHASE PROTECT","FTS","RC-L","RCONA535 RCFDA535",""
"CTDERBNV","CR DER-PURCHSE PROT-NEG VAL","FTS","RC-L","RCFDC222 RCONC222",""
"CTDERBPV","CR DER-PURCHASE PROT-POS VAL","FTS","RC-L","RCFDC221 RCONC221",""
"CTDERGNV","CR DER SOLD PROTECTION-NEG VAL","FTS","RC-L","RCFDC220 RCONC220",""
"CTDERGPV","CR DER SOLD PROTECTION-POS VAL","FTS","RC-L","RCFDC219 RCONC219",""
"CTDERGTY","CR DER(NET) - SOLD PROTECTION","FTS","RC-L","RCONA534 RCFDA534",""
"CTDI1LS","CR DER INV GRADE - 1YR OR LESS","FTS","RC-R","RCFDG597 RCONG597",""
"CTDI1T5","CR DER INV GRADE - 1 TO 5 YR","FTS","RC-R","RCFDG598 RCONG598",""
"CTDIG1LS","CR DER INV GRADE - 1 YR OR LESS","FTS","RC-R","RCFDC980 RCONC980",""
"CTDIG1T5","CR DER INV GRADE - 1 TO 5 YEARS","FTS","RC-R","RCFDC981 RCONC981",""
"CTDIGOV5","CR DER INV GRADE - OVER 5 YEARS","FTS","RC-R","RCFDC982 RCONC982",""
"CTDIOV5","CR DER INV GRADE - OVER 5 YEARS","FTS","RC-R","RCFDG599 RCONG599",""
"CTDMRRPP","CR DER MKT RSK RULE -PUR PROT","FTS","RC-L","RCFDG402 RCONG402",""
"CTDMRRSP","CR DER MKT RSK RULE - SOLD PROT","FTS","RC-L","RCFDG401 RCONG401",""
"CTDOTHB","CR DER - OTHER - PURCHASE PROT","FTS","RC-L","RCFDC975 RCONC975",""
"CTDOTHG","CR DER - OTHER - SOLD PROTECT","FTS","RC-L","RCFDC974 RCONC974",""
"CTDOTPPN","CR DER OTH -PUR PROT- NOT CAP","FTS","RC-L","RCFDG405 RCONG405",""
"CTDOTPPR","CR DER OTH -PUR PROT- REC CAP","FTS","RC-L","RCFDG404 RCONG404",""
"CTDOTSP","CR DER OTH POSITION -SOLD PROT","FTS","RC-L","RCFDG403 RCONG403",""
"CTDPI1L","CR DER PUR PROT INV GR- 1 YR LS","FTS","RC-L","RCFDG412 RCONG412",""
"CTDPI1T5","CR DER PUR PRO INV GR - 1-5 YR","FTS","RC-L","RCFDG413 RCONG413",""
"CTDPIOV5","CR DER PUR PRO INV GR-OVR 5 YR","FTS","RC-L","RCFDG414 RCONG414",""
"CTDPS1L","CR DER PUR PRO SUBIN GR-1 YR LS","FTS","RC-L","RCFDG415 RCONG415",""
"CTDPS1T5","CR DER PUR PRO SUBINV GR-1-5 YR","FTS","RC-L","RCFDG416 RCONG416",""
"CTDPSOV5","CR DER PUR PRO SUBIN GR-OV 5 YR","FTS","RC-L","RCFDG417 RCONG417",""
"CTDS1LS","CR DER SUBINV GRADE-1YR OR LESS","FTS","RC-R","RCFDG600 RCONG600",""
"CTDS1T5","CR DER SUBINV GRADE - 1 TO 5 YR","FTS","RC-R","RCFDG601 RCONG601",""
"CTDSG1LS","CR DER SUBINV GRADE-1 YR OR LESS","FTS","RC-R","RCFDC983 RCONC983",""
"CTDSG1T5","CR DER SUBINV GRADE-1 TO 5 YEARS","FTS","RC-R","RCFDC984 RCONC984",""
"CTDSGOV5","CR DER SUBINV GRADE-OVER 5 YEARS","FTS","RC-R","RCFDC985 RCONC985",""
"CTDSI1L","CR DER SOLD PROT INV GR-1 YR LS","FTS","RC-L","RCFDG406 RCONG406",""
"CTDSI1T5","CR DER SOLD PRO INV GR - 1-5 YR","FTS","RC-L","RCFDG407 RCONG407",""
"CTDSIOV5","CR DER SOLD PRO INV GR-OVR 5 YR","FTS","RC-L","RCFDG408 RCONG408",""
"CTDSOV5","CR DER SUBINV GRADE-OVER 5 YR","FTS","RC-R","RCFDG602 RCONG602",""
"CTDSS1L","CR DER SLD PRO SUBIN GR-1 YR LS","FTS","RC-L","RCFDG409 RCONG409",""
"CTDSS1T5","CR DER SLD PRO SUBINV GR-1-5 YR","FTS","RC-L","RCFDG410 RCONG410",""
"CTDSSOV5","CR DER SLD PRO SUBIN GR-OV 5 YR","FTS","RC-L","RCFDG411 RCONG411",""
"CTDTRSWB","CR DER-TOT RETURN SW-PURCH PROT","FTS","RC-L","RCFDC971 RCONC971",""
"CTDTRSWG","CR DER-TOT RETURN SWP-SOLD PROT","FTS","RC-L","RCFDC970 RCONC970",""
"CUSLI","CUSTOMERS ACCEPTANCES","FTS","RC-BAL","RCFD2155 RCON2155",""
"CUSLIDOM","CUSTOMERS ACCEPTANCES-DOM","FTS","RC-BAL","RCON2155",""
"CUSLIFOR","CUSTOMERS ACCEPTANCES-FOR","FTS","RC-BAL","",""
"CUSLINUS","CUSTOMERS ACCEPTANCES-NON-U.S.","FTS","RC-BAL","RCFD2104 RCON2104",""
"CUSLIUS","CUSTOMERS ACCEPTANCES-U.S.","FTS","RC-BAL","RCFD2103 RCON2103",""
"DDT","DDA TRANS-TOTAL","FTS","RC-E","RCON2210",""
"DDTIPC","DDA TRANS-IPC","FTS","RC-E","RCON2240 RCON2210",""
"DDTJADJ","RECIPROCAL DEMAND DEP-ADJ","FTS","RC-O","",""
"DDTJCI","RECIPROCAL DEMAND DEP-CIP-ADJ","FTS","RC-O","RCON8787 RCONA182",""
"DDTJD","RECIPROCAL DEMAND DEP-NET-ADJ","FTS","RC-O","RCON8785",""
"DDTJI","RECIPROCAL DEMAND DEP-GROSS-ADJ","FTS","RC-O","RCON8786 RCONA181",""
"DEP","TOTAL DEPOSITS","FTS","RC-BAL","RCON2200",""
"DEPACQ","DEPOSITS PURCHASED OR ACQUIRED","FTS","RC-O","RCONA531",""
"DEPALEXC","TOT ALLOWABLE EXCL-FULLY CONSOL","FTS","RC-O","RCFDL195 RCONL195",""
"DEPALLEX","TOTAL ALLOWABLE EXCLUSIONS","FTS","RC-O","RCFDF237 RCONF237",""
"DEPBEFEX","TOTAL DEPOSIT LIAB BEF EXCLUSION","FTS","RC-O","RCFDF236 RCONF236",""
"DEPBEFXC","TOT DEP LIAB BEF EXCL-FULLY CON","FTS","RC-O","RCFDL194 RCONL194",""
"DEPBFV","DEPOSITS TOTAL FV ON BAL SHEET","FTS","RC-Q","RCFDF252 RCONF252",""
"DEPBRIC","BENEFIT-RESPONSIVE DEPOSITS","FTS","RC-O","RCON8432",""
"DEPCONS","CONSUMER DEP PRODUCTS OFFERED","FTS","RC-E","RCONP752",""
"DEPDAFEX","TOT DAILY AVG FGN DEP ALLOW EXCL","FTS","RC-O","RCFNF235",""
"DEPDAVEX","TOTAL DAILY AVG ALLOW EXCLUSIONS","FTS","RC-O","RCFDF239 RCONF239",""
"DEPDAVG","TOTAL DEPOSIT DAILY AVG BEF EXCL","FTS","RC-O","RCFDF238 RCONF238",""
"DEPDOM","TOTAL DEPOSITS-DOM","FTS","RC-BAL","RCON2200",""
"DEPDPFOR","DUALLY PAYABLE DEPOSITS-FGN OFF","FTS","RC-O","RCFNGW43",""
"DEPF1YR","TIME DEP-FOR-LT 1 YEAR REMAIN","FTS","RC-E","RCFNA245",""
"DEPFBKF","FOREIGN BANKS-FOR","FTS","RC-E","RCFN2625",""
"DEPFGOVF","FOREIGN GOVERNMENTS-FOR","FTS","RC-E","RCFN2650",""
"DEPFOR","TOTAL DEPOSITS-FOR","FTS","RC-BAL","RCFN2200",""
"DEPFOREX","TOTAL FOREIGN DEPOSIT ALLOW EXCL","FTS","RC-O","RCFNF234",""
"DEPFRBT","CHECKS OUTSTAND AGAINST-FHLB/FRB","FTS","RC-O","",""
"DEPI","INTEREST-BEARING DEP","FTS","RC-BAL","RCON6636",""
"DEPIDOM","INTEREST-BEARING DEP-DOM","FTS","RC-BAL","RCON6636",""
"DEPIFOR","INTEREST-BEARING DEP-FOR","FTS","RC-BAL","RCFN6636",""
"DEPIPCCF","IPC & OFFICIAL CHECKS-FOR","FTS","RC-E","RCFNB553",""
"DEPIPCF","IPC-FOR","FTS","RC-E","RCFN2621",""
"DEPL1FV","DEPOSITS LEVEL 1 FV MEASURE","FTS","RC-Q","RCFDF694 RCONF694",""
"DEPL2FV","DEPOSITS LEVEL 2 FV MEASURE","FTS","RC-Q","RCFDF253 RCONF253",""
"DEPL3FV","DEPOSITS LEVEL 3 FV MEASURE","FTS","RC-Q","RCFDF254 RCONF254",""
"DEPLGA","LARGE DEPOSIT ACCOUNTS-AMOUNT","FTS","RC-O","RCON2710 RCONF051",""
"DEPLGB","LARGE DEPOSIT ACCOUNTS-NUMBER","FTS","RC-O","RCON2722 RCONF052",""
"DEPLGRA","LARGE DEPOSIT RETIREMENT ACC-AMT","FTS","RC-O","RCONF047",""
"DEPLGRN","LARGE DEPOSIT RETIREMENT ACC-NUM","FTS","RC-O","RCONF048",""
"DEPLL","LIFELINE DEPOSITS","FTS","RC-O","RCON5596",""
"DEPLSNB","DEP THRU LIST SVC NOT BROKERED","FTS","RC-E","RCONK223",""
"DEPNI","NONINTEREST-BEARING DEP","FTS","RC-BAL","RCON6631",""
"DEPNIDOM","NONINTEREST-BEARING DEP-DOM","FTS","RC-BAL","RCON6631",""
"DEPNIFOR","NONINTEREST-BEARING DEP-FOR","FTS","RC-BAL","RCFN6631",""
"DEPNTFV","DEPOSITS NET IN DETERMINE FV","FTS","RC-Q","RCFDF686 RCONF686",""
"DEPOAKAQ","DEP ACQ. OF SECONDARY FUND","FTS","RC-O","RCONA532",""
"DEPOTHF","ALL OTHER DEPOSITS-FOR","FTS","RC-E","RCFN2668",""
"DEPPREF","PREFERRED DEPOSITS","FTS","RC-E","RCON5590",""
"DEPRECP","RECIPROCAL DEPOSITS - TOTAL","FTS","RC-E","RCONJH83",""
"DEPRECPJ","RECIPROCAL DEP TOT JUNE 2018","FTS","RC-E","RCONJH84",""
"DEPSMA","SMALL DEPOSIT ACCOUNTS-AMOUNT","FTS","RC-O","RCON2702 RCONF049",""
"DEPSMB","SMALL DEPOSIT ACCOUNTS-NUMBER","FTS","RC-O","RCON3779 RCONF050",""
"DEPSMRA","SMALL DEPOSIT RETIREMENT ACC-AMT","FTS","RC-O","RCONF045",""
"DEPSMRN","SMALL DEPOSIT RETIREMENT ACC-NUM","FTS","RC-O","RCONF046",""
"DEPSOLD","DEPOSITS SOLD OR TRANSFERRED","FTS","RC-O","RCONA533",""
"DEPTRNA","NONINT TRANS ACCT OVR 250 - AMT","FTS","RC-O","RCONG167 RCONJ651",""
"DEPTRNNJ","TAG ACC-NUM REFER TO DEPTRNNJJ","FTS","RC-O","RCONG168 RCONJ652",""
"DEPUNA","ESTIMATED UNINSURED DEPOSITS","FTS","RC-O","RCON5597",""
"DEPUNAC","EST UNINS DEPOSITS-FULLY CONSOL","FTS","RC-O","RCONL197",""
"DEPUNIF","ESTIMATED UNINSURED DEPOSIT FLAG","FTS","RC-O","RCON6861",""
"DEPUSBKF","U.S. BANKS&OTH.US INST-FOR","FTS","RC-E","RCFN2623 RCFNB554",""
"DEPUSMF","U.S.GOVT & ST & POL SUBS-FOR","FTS","RC-E","RCFNB555",""
"DEPUYA","UNAMORTIZED YIELD ADJ-DEPOSITS","FTS","RC-E","",""
"DIR0","DERIVATIVE CONTRACTS - 0% RW","FTS","RC-R","RCONB693 RCFDB693",""
"DIR20","DERIVATIVE CONTRACTS - 20% RW","FTS","RC-R","RCONB694 RCFDB694",""
"DIR50","DERIVATIVE CONTRACTS - 50% RW","FTS","RC-R","RCONB695 RCFDB695",""
"DIRRCR","DERIVATIVE CONTRACTS-C.E. AMOUNT","FTS","RC-R","RCONA167 RCFDA167",""
"DISCTS","UNAMORT DISC ON T&S DEPOSITS","FTS","RC-O","RCON5517",""
"DOCKPRT","PARENT DOCKET NUMBER-CONSOLIDATE","FTS","RC-O","",""
"DRAG","AGRICULTURAL LOAN CHARGE-OFFS","FTS","RI-B","RIAD4655",""
"DRAGSM","AG LOAN CHARGE-OFFS*SMALL BKS","FTS","RI-B","RIAD4268 RIAD4655",""
"DRAUTO","AUTO LOANS - CHARGE-OFFS","FTS","RI-B","RIADK129",""
"DRCASH","CASH, DEPS & SECS CHARGE-OFFS","FTS","RI-B","",""
"DRCI","COMMERCIAL LOAN CHARGE-OFFS","FTS","RI-B","RIAD4264 RIAD4456 RIAD4638",""
"DRCINUS","NON-U.S. COMMERCIAL LN CHG-OFFS","FTS","RI-B","RIAD4646",""
"DRCIUS","U.S. COMMERCIAL LN CHG-OFFS","FTS","RI-B","RIAD4645 RIAD4264 RIAD4456",""
"DRCOMRE","COMMERCIAL RE LN CHARGE-OFFS","FTS","RI-B","RIAD5409 RIAD5443",""
"DRCON","CONSUMER LOAN CHARGE-OFFS","FTS","RI-B","RIAD4639",""
"DRCONOTH","OTHER CONSUMER LOAN CHARGE-OFFS","FTS","RI-B","RIAD4657 RIAD4258 RIADB516 RIADK205",""
"DRCRCD","CREDIT CARD LOAN CHARGE-OFFS","FTS","RI-B","RIAD4656 RIAD4262 RIADB514",""
"DRDEP","DEPOSITORY INST LOAN CHARGE-OFFS","FTS","RI-B","RIAD4481",""
"DRDEPNUS","FOREIGN DEPS INST LN CHG-OFFS","FTS","RI-B","RIAD4654",""
"DRDEPUS","U.S. DEPOSITORY INST LN CHG-OFFS","FTS","RI-B","RIAD4653",""
"DRFORGV","FOREIGN GOVERNMENT LN CHG-OFFS","FTS","RI-B","RIAD4643",""
"DRINVSUB","INV IN CORP & SUBS CHARGE-OFFS","FTS","RI-B","",""
"DRLNLS","TOTAL LN&LS CHARGE-OFFS","FTS","RI-B","RIAD4635",""
"DRLNLSXW","LN & LS CHG-OFFS EXCL WRITE DOWN","FTS","RI-B","RIADC079",""
"DRLNTHFS","WRITE-DOWN LOAN TRANSFER TO HFS","FTS","RI-B","RIAD5523",""
"DRLS","LEASE CHARGE-OFFS","FTS","RI-B","RIAD4266",""
"DRLSCON","CONSUMER LEASE - CHARGE-OFFS","FTS","RI-B","RIADF185",""
"DRLSNUS","NON-U.S. LEASE CHARGE-OFFS","FTS","RI-B","RIAD4659",""
"DRLSOTH","ALL OTHER LEASES - CHARGE-OFFS","FTS","RI-B","RIADC880",""
"DRLSUS","U.S. LEASE CHARGE-OFFS","FTS","RI-B","RIAD4658 RIAD4266",""
"DRMTGSEC","MORTGAGE POOL SECS CHARGE-OFFS","FTS","RI-B","",""
"DROA","OTHER ASSETS CHARGE-OFFS","FTS","RI-B","",""
"DROBSDIR","CREDIT LOSS ON DERIVATIVES","FTS","RI-INC","RIADA251",""
"DROTHER","ALL OTHER LOAN CHARGE-OFFS","FTS","RI-B","RIAD4644 RIAD4634",""
"DRRE","REAL ESTATE LOAN CHARGE-OFFS","FTS","RI-B","RIAD4256 RIAD4633",""
"DRREAG","FARMLAND RE LN CHARGE-OFFS","FTS","RI-B","RIAD3584 RIAD5447",""
"DRRECNFM","1-4 FAM CONSTRUCT LN CHARGE-OFFS","FTS","RI-B","RIADC891",""
"DRRECNOT","OTHER CONSTRUCT LN CHARGE-OFFS","FTS","RI-B","RIADC893",""
"DRRECONS","CONSTRUCTION RE LN CHARGE-OFFS","FTS","RI-B","RIAD3582 RIAD5445",""
"DRREFOR","REAL ESTATE LOAN CHRG-OFFS-FOR","FTS","RI-B","RIADB512",""
"DRREINV","RE HELD FOR INV CHARGE-OFFS","FTS","RI-B","",""
"DRRELAND","LAND LOANS RE CHARGE-OFFS","FTS","RI-B","",""
"DRRELOC","LINE OF CREDIT RE LN CHARGE-OFFS","FTS","RI-B","RIAD5411 RIAD5449",""
"DRREMULT","MULTIFAMILY RES RE LN CHARGE-OFF","FTS","RI-B","RIAD3588 RIAD5453",""
"DRRENRES","NONFARM NONRES RE LN CHARGE-OFFS","FTS","RI-B","RIAD3590 RIAD5455",""
"DRRENROT","OTHER NONFARM NONRES RE CHG-OFF","FTS","RI-B","RIADC897",""
"DRRENROW","OWN-OCCUP NONFARM NONRES CHG-OFF","FTS","RI-B","RIADC895",""
"DRRENUS","NON-U.S. RE LN CHARGE-OFFS","FTS","RI-B","RIAD4652",""
"DRREOT","RE LOANS-OTHER CHARGE-OFFS","FTS","RI-B","RIAD4455",""
"DRREOTH","RESIDENTIAL RE LN CHARGE-OFFS","FTS","RI-B","RIAD5413 RIAD5451",""
"DRREPO","REPOSSESSED ASSETS CHARGE-OFFS","FTS","RI-B","",""
"DRRERES","RE LOANS 1-4 FAMILY CHARGE-OFFS","FTS","RI-B","RIAD4454",""
"DRRERSF2","RE LN 1-4 FAM JR LIEN-CHG-OFF","FTS","RI-B","RIADC235",""
"DRRERSFM","RE LN 1-4 FAM FIRST LIEN-CHG-OFF","FTS","RI-B","RIADC234",""
"DRREUS","U.S. RE LN CHARGE-OFFS","FTS","RI-B","RIAD4651 RIAD4256 RIAD4633",""
"DRSCAFS","TOTAL DBT SEC-AFS-CHG-OFF","FTS","RI-B","",""
"DRSCAFST","DBT SEC-AFS-TRANSFER-WRITE DN","FTS","RI-B","RIADJJ01",""
"DRSCAFSX","DBT SEC-AFS-CHG-OFF-EX WRITE DN","FTS","RI-B","RIADJH98",""
"DRSCHTM","TOTAL DBT SEC-HTM-CHG-OFF","FTS","RI-B","",""
"DRSCHTMT","DBT SEC-HTM-TRANSFER-WRITE DN","FTS","RI-B","RIADJJ00",""
"DRSCHTMX","SECURITIES-HA-NET ALLOW","FTS","RI-B","RIADJH92",""
"DRTOT","LOAN AND LEASE LOSS CHARGE-OFFS","FTS","RI-B","RIAD2432",""
"EAMINTAN","AMORT & IMPAIR LOSS AST","FTS","RI-INC","RIAD4531 RIAD4241",""
"EAST","LOSS ON SALE OF ASSETS","FTS","RI-INC","",""
"ECD100","INT EXPENSE TIME CD GT $250,000","FTS","RI-INC","RIADHK04 RIAD4174 RIADA517",""
"ED1LES","EQUITY DERIVATIVE-1 YEAR OR LESS","FTS","RC-R","RCFDA000 RCONA000",""
"ED1T5","EQUITY DERIVATIVE-1 TO 5 YEARS","FTS","RC-R","RCFDA001 RCONA001",""
"EDEP","DEPOSIT INTEREST EXPENSE","FTS","RI-INC","",""
"EDEPDOM","DEPOSIT INTEREST EXPENSE-DOM","FTS","RI-INC","",""
"EDEPFOR","DEPOSIT INTEREST EXPENSE-FOR","FTS","RI-INC","RIAD4172",""
"EDEXPOC","EQ DERIV-PURCHASED OPTIONS-TRADE","FTS","RC-L","RCFD8707 RCON8707",""
"EDEXWOC","EQ DERIV-WRITTEN OPTION-TRADE","FTS","RC-L","RCFD8703 RCON8703",""
"EDFOC","EQ DERIV-FORWARD CONTRACTS","FTS","RC-L","RCFD8699 RCON8699",""
"EDFUC","EQ DERIV-FUTURES CONTRACTS","FTS","RC-L","RCFD8695 RCON8695",""
"EDMKNV","EQ DERIV-NOT TRADE-MTM-NEG VAL","FTS","RC-L","RCFD8747 RCON8747",""
"EDMKPV","EQ DERIV-NOT TRADE-MTM-POS VALUE","FTS","RC-L","RCFD8743 RCON8743",""
"EDNVMK","EQ DERIV-MARKED-TO-MARKET","FTS","RC-L","RCFD8727 RCON8727",""
"EDNVS","EQUITY DERIVATIVE-SWAPS","FTS","RC-L","RCFD8719 RCON8719",""
"EDNVTR","EQ DERIV-TOTAL-TRADE","FTS","RC-L","RCFD8723 RCON8723",""
"EDOTCPOC","EQ DERIV-PURCHASED OPTIONS-OTC","FTS","RC-L","RCFD8715 RCON8715",""
"EDOTCWOC","EQ DERIV-WRITTEN OPTIONS-OTC","FTS","RC-L","RCFD8711 RCON8711",""
"EDOVR1","EQUITY DERIVATIVE-OVER 1 YEAR","FTS","RC-R","",""
"EDOVR5","EQUITY DERIVATIVE-OVER 5 YEARS","FTS","RC-R","RCFDA002 RCONA002",""
"EDTRNV","EQ DERIV-TRADE-NEG VALUE","FTS","RC-L","RCFD8739 RCON8739",""
"EDTRPV","EQ DERIV-TRADE-POS VALUE","FTS","RC-L","RCFD8735 RCON8735",""
"EFHLBADV","ADVANCES FROM FHLBANK INT EXP","FTS","RI-INC","",""
"EFREPP","FED FUNDS & REPOS INT EXPENSE","FTS","RI-INC","RIAD4180",""
"EINTEXP","TOTAL INTEREST EXPENSE","FTS","RI-INC","RIAD4073",""
"EINTGW","GOODWILL IMPAIRMENT LOSSES","FTS","RI-INC","RIADC216",""
"EINTNDED","NON-DEDUCTIBLE INTEREST EXPENSE","FTS","RI-INC","RIAD4513",""
"EINTOTH","AMORT & IMPAIR LOSSES OTH INTAN","FTS","RI-INC","RIADC232",""
"EINTXF","GROSS INTEREST EXPENSE-FOR","FTS","RI-INC","RIADB524",""
"EINTXFO","INTEREST EXPENSE-FOREIGN OFFICE","FTS","RI-INC","RIADC900",""
"ELNATR","PROVISIONS FOR CREDIT LOSSES","FTS","RI-INC","RIAD4230 RIADJJ33",""
"ELNLOS","PROVISION FOR CREDIT LOSSES","FTS","RI-INC","RIAD4230",""
"ELNLOSF","PROVISION FOR CREDIT LOSSES-FOR","FTS","RI-INC","RIAD4235",""
"ELNLOSFO","PROV FOR CREDIT LOSSES-FGN OFF","FTS","RI-INC","RIADKW02 RIADC901",""
"EMMDA","MMDA INTEREST EXPENSE","FTS","RI-INC","RIAD4509",""
"EMTGLS","MORTGAGE DEBT INTEREST EXPENSE","FTS","RI-INC","RIAD4072",""
